"Местное время в Ульяновске / Центральном (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"19.01.2018 01:00";"-18.0";"759.0";"";"";"84";"Ветер, дующий с юга";"1";"";"";"60%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.01.2018 22:00";"-18.3";"758.0";"";"";"86";"Ветер, дующий с юга";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.01.2018 19:00";"-16.1";"758.0";"";"";"85";"Ветер, дующий с юга";"1";"";"";"40%.";" ";"";"";"";"-12.4";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"18.01.2018 16:00";"-12.8";"758.0";"";"";"76";"Ветер, дующий с юго-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.01.2018 13:00";"-12.9";"758.0";"";"";"78";"Ветер, дующий с юга";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.01.2018 10:00";"-15.8";"758.0";"";"";"84";"Ветер, дующий с юга";"3";"";"";"Облаков нет.";" ";"";"";"-16.2";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.01.2018 07:00";"-15.0";"757.0";"";"";"86";"Ветер, дующий с юга";"2";"";"";"20–30%.";" ";"";"";"-15.0";"";"";"";"";"";"";"10.0";"";"0.3";"12";"";"";"";"";
"18.01.2018 04:00";"-10.0";"756.0";"";"";"89";"Ветер, дующий с юга";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.01.2018 01:00";"-9.2";"756.0";"";"";"92";"Ветер, дующий с юга";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"17.01.2018 22:00";"-8.9";"756.0";"";"";"92";"Ветер, дующий с юга";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.01.2018 19:00";"-8.5";"756.0";"";"";"92";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Снег неливневый. ";"";"";"";"-8.0";"";"";"";"";"";"10.0";"";"0.2";"12";"";"";"";"";
"17.01.2018 16:00";"-8.5";"756.0";"";"";"92";"Ветер, дующий с запада";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.01.2018 13:00";"-8.2";"757.0";"";"";"92";"Ветер, дующий с северо-запада";"1";"";"";"100%.";"Снег неливневый. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.01.2018 10:00";"-8.4";"758.0";"";"";"93";"Ветер, дующий с северо-запада";"1";"";"";"100%.";"Дымка. ";"";"";"-8.5";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"17.01.2018 07:00";"-8.0";"758.0";"";"";"93";"Штиль, безветрие";"0";"";"";"";"Туман с отложением изморози, неба не видно. ";"";"";"-8.0";"";"";"";"";"";"";"0.5";"";"Осадков нет";"12";"";"";"";"";
"17.01.2018 04:00";"-7.5";"759.0";"";"";"94";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.01.2018 01:00";"-7.1";"760.0";"";"";"93";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.01.2018 22:00";"-6.7";"761.0";"";"";"92";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.01.2018 19:00";"-6.7";"762.0";"";"";"93";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"-5.7";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"16.01.2018 16:00";"-5.9";"763.0";"";"";"93";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.01.2018 13:00";"-5.9";"764.0";"";"";"94";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.01.2018 10:00";"-6.3";"765.0";"";"";"94";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.01.2018 07:00";"-6.9";"765.0";"";"";"94";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"-7.5";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"16.01.2018 04:00";"-7.4";"766.0";"";"";"94";"Ветер, дующий с северо-запада";"2";"";"";"100%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"16.01.2018 01:00";"-6.6";"767.0";"";"";"94";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.01.2018 22:00";"-6.3";"767.0";"";"";"95";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.01.2018 19:00";"-5.8";"767.0";"";"";"94";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"-5.3";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"15.01.2018 16:00";"-5.6";"767.0";"";"";"90";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.01.2018 13:00";"-5.7";"767.0";"";"";"90";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.01.2018 10:00";"-6.5";"767.0";"";"";"94";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.01.2018 07:00";"-6.6";"767.0";"";"";"93";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-8.2";"";"";"";"";"";"";"2.0";"";"2.0";"12";"";"";"";"";
"15.01.2018 04:00";"-6.7";"767.0";"";"";"94";"Штиль, безветрие";"0";"";"";"100%.";"Снег неливневый. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"15.01.2018 01:00";"-7.2";"766.0";"";"";"94";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.01.2018 22:00";"-7.2";"765.0";"";"";"92";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"14.01.2018 19:00";"-8.2";"765.0";"";"";"92";"Ветер, дующий с запада";"3";"";"";"70 – 80%.";"Снег неливневый. ";"";"";"";"-7.4";"";"";"";"";"";"10.0";"";"1.0";"12";"";"";"";"";
"14.01.2018 16:00";"-7.7";"765.0";"";"";"89";"Ветер, дующий с запада";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"14.01.2018 13:00";"-8.6";"764.0";"";"";"85";"Ветер, дующий с запада";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"14.01.2018 10:00";"-10.6";"765.0";"";"";"86";"Ветер, дующий с запада";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.01.2018 07:00";"-11.3";"765.0";"";"";"84";"Ветер, дующий с запада";"5";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-21.0";"";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"14.01.2018 04:00";"-14.5";"766.0";"";"";"86";"Ветер, дующий с запада";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.01.2018 01:00";"-13.8";"767.0";"";"";"84";"Ветер, дующий с запада";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.01.2018 22:00";"-18.1";"768.0";"";"";"84";"Ветер, дующий с запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.01.2018 19:00";"-18.7";"768.0";"";"";"84";"Ветер, дующий с юга";"1";"";"";"60%.";" ";"";"";"";"-15.7";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"13.01.2018 16:00";"-16.8";"769.0";"";"";"80";"Ветер, дующий с запада";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.01.2018 13:00";"-16.7";"769.0";"";"";"81";"Ветер, дующий с запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.01.2018 10:00";"-23.1";"769.0";"";"";"81";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"-24.1";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.01.2018 07:00";"-23.3";"769.0";"";"";"81";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"-23.6";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"13.01.2018 04:00";"-22.6";"768.0";"";"";"81";"Ветер, дующий с запада";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.01.2018 01:00";"-17.9";"768.0";"";"";"82";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.01.2018 22:00";"-18.0";"767.0";"";"";"84";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.01.2018 19:00";"-16.9";"766.0";"";"";"84";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"-5.7";"";"";"";"";"";"10.0";"";"0.4";"12";"";"";"";"";
"12.01.2018 16:00";"-11.4";"764.0";"";"";"77";"Ветер, дующий с севера";"2";"";"";"20–30%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.01.2018 13:00";"-8.5";"762.0";"";"";"78";"Ветер, дующий с северо-востока";"3";"";"";"70 – 80%.";"Ливневый снег или ливневый дождь и снег. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.01.2018 10:00";"-7.0";"761.0";"";"";"90";"Ветер, дующий с севера";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-7.2";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.01.2018 07:00";"-5.7";"759.0";"";"";"91";"Ветер, дующий с севера";"1";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-6.0";"";"";"";"";"";"";"10.0";"";"0.3";"12";"";"";"";"";
"12.01.2018 04:00";"-5.5";"758.0";"";"";"89";"Ветер, дующий с севера";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.01.2018 01:00";"-5.6";"757.0";"";"";"88";"Ветер, дующий с северо-запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.01.2018 22:00";"-5.8";"756.0";"";"";"88";"Ветер, дующий с запада";"4";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.01.2018 19:00";"-5.8";"755.0";"";"";"87";"Ветер, дующий с запада";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-4.6";"";"";"";"";"";"10.0";"";"0.2";"12";"";"";"";"";
"11.01.2018 16:00";"-5.3";"754.0";"";"";"83";"Ветер, дующий с запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.01.2018 13:00";"-5.3";"754.0";"";"";"81";"Ветер, дующий с запада";"5";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.01.2018 10:00";"-5.3";"754.0";"";"";"84";"Ветер, дующий с северо-запада";"5";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.01.2018 07:00";"-4.6";"753.0";"";"";"87";"Ветер, дующий с запада";"5";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-5.4";"";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"11.01.2018 04:00";"-4.8";"752.0";"";"";"86";"Ветер, дующий с запада";"6";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.01.2018 01:00";"-5.0";"752.0";"";"";"87";"Ветер, дующий с запада";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.01.2018 22:00";"-4.9";"752.0";"";"";"81";"Ветер, дующий с северо-запада";"5";"";"";"70 – 80%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.01.2018 19:00";"-4.8";"752.0";"";"";"82";"Ветер, дующий с северо-запада";"4";"";"";"100%.";"Ливневый снег или ливневый дождь и снег. ";"";"";"";"-4.8";"";"";"";"";"";"10.0";"";"0.3";"12";"";"";"";"";
"10.01.2018 16:00";"-5.3";"751.0";"";"";"86";"Ветер, дующий с запада";"6";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"10.01.2018 13:00";"-5.4";"751.0";"";"";"83";"Ветер, дующий с запада";"6";"";"";"70 – 80%.";"Ливневый снег или ливневый дождь и снег. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.01.2018 07:00";"-6.1";"750.0";"";"";"88";"Ветер, дующий с северо-запада";"4";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-7.0";"";"";"";"";"";"";"4.0";"";"0.4";"12";"";"";"";"";
"10.01.2018 04:00";"-6.6";"750.0";"";"";"86";"Ветер, дующий с северо-запада";"3";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"10.01.2018 01:00";"-6.6";"750.0";"";"";"79";"Ветер, дующий с северо-запада";"4";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.01.2018 22:00";"-6.5";"749.0";"";"";"90";"Ветер, дующий с запада";"5";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"09.01.2018 19:00";"-4.7";"748.0";"";"";"88";"Ветер, дующий с запада";"5";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"-3.4";"";"";"";"";"";"10.0";"";"0.6";"12";"";"";"";"";
"09.01.2018 16:00";"-4.8";"747.0";"";"";"90";"Ветер, дующий с запада";"4";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"09.01.2018 13:00";"-3.9";"747.0";"";"";"77";"Ветер, дующий с запада";"6";"";"";"70 – 80%.";"Ливневый снег или ливневый дождь и снег. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.01.2018 10:00";"-4.1";"747.0";"";"";"81";"Ветер, дующий с запада";"5";"";"";"70 – 80%.";"Ливневый снег или ливневый дождь и снег. ";"";"";"-5.1";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.01.2018 07:00";"-3.7";"747.0";"";"";"86";"Ветер, дующий с запада";"5";"";"";"70 – 80%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-5.0";"";"";"";"";"";"";"10.0";"";"0.2";"12";"";"";"";"";
"09.01.2018 04:00";"-3.3";"747.0";"";"";"81";"Ветер, дующий с запада";"6";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.01.2018 01:00";"-3.5";"747.0";"";"";"79";"Ветер, дующий с запада";"7";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.01.2018 22:00";"-4.1";"747.0";"";"";"85";"Ветер, дующий с запада";"8";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.01.2018 19:00";"-5.0";"747.0";"";"";"81";"Ветер, дующий с запада";"7";"";"";"60%.";" ";"";"";"";"-3.7";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"08.01.2018 16:00";"-4.6";"747.0";"";"";"78";"Ветер, дующий с запада";"8";"";"";"60%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.01.2018 13:00";"-3.9";"747.0";"";"";"70";"Ветер, дующий с запада";"9";"";"";"70 – 80%.";"Облака в целом образовывались или развивались. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.01.2018 10:00";"-5.4";"748.0";"";"";"72";"Ветер, дующий с запада";"8";"";"";"20–30%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"-5.7";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.01.2018 07:00";"-5.2";"747.0";"";"";"70";"Ветер, дующий с запада";"10";"";"";"Облаков нет.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"-5.2";"";"";"";"";"";"";"10.0";"";"1.0";"12";"";"";"";"";
"08.01.2018 04:00";"1.0";"744.0";"";"";"96";"Ветер, дующий с юго-запада";"4";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.01.2018 01:00";"-1.1";"745.0";"";"";"96";"Ветер, дующий с юго-запада";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"07.01.2018 22:00";"-1.9";"747.0";"";"";"90";"Ветер, дующий с юга";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.01.2018 19:00";"-3.1";"750.0";"";"";"87";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"-3.1";"";"";"";"";"";"10.0";"";"0.4";"12";"";"";"";"";
"07.01.2018 16:00";"-3.7";"751.0";"";"";"89";"Ветер, дующий с юга";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.01.2018 13:00";"-5.1";"752.0";"";"";"86";"Ветер, дующий с юго-запада";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.01.2018 10:00";"-6.3";"752.0";"";"";"89";"Ветер, дующий с юго-запада";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.01.2018 07:00";"-7.1";"753.0";"";"";"88";"Ветер, дующий с юго-запада";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-9.2";"";"";"";"";"";"";"4.0";"";"2.0";"12";"";"";"";"";
"07.01.2018 04:00";"-7.5";"754.0";"";"";"90";"Ветер, дующий с юга";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"07.01.2018 01:00";"-8.0";"755.0";"";"";"84";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.01.2018 22:00";"-8.4";"756.0";"";"";"83";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.01.2018 19:00";"-9.2";"756.0";"";"";"82";"Ветер, дующий с юга";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"-9.2";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"06.01.2018 16:00";"-9.3";"757.0";"";"";"81";"Ветер, дующий с юга";"3";"";"";"100%.";"Снег неливневый. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.01.2018 13:00";"-11.9";"757.0";"";"";"74";"Ветер, дующий с юга";"2";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.01.2018 10:00";"-15.8";"757.0";"";"";"80";"Ветер, дующий с юга";"1";"";"";"40%.";" ";"";"";"-16.5";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.01.2018 07:00";"-15.2";"757.0";"";"";"79";"Ветер, дующий с юга";"2";"";"";"40%.";" ";"";"";"-15.3";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"06.01.2018 04:00";"-14.2";"757.0";"";"";"78";"Ветер, дующий с юга";"1";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.01.2018 01:00";"-13.5";"758.0";"";"";"79";"Ветер, дующий с юга";"2";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.01.2018 22:00";"-13.2";"758.0";"";"";"76";"Ветер, дующий с юга";"2";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.01.2018 19:00";"-10.4";"758.0";"";"";"70";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"-8.1";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"05.01.2018 16:00";"-8.9";"757.0";"";"";"73";"Ветер, дующий с востока";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.01.2018 13:00";"-8.8";"757.0";"";"";"64";"Ветер, дующий с юго-востока";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.01.2018 10:00";"-13.4";"757.0";"";"";"79";"Ветер, дующий с юга";"2";"";"";"40%.";" ";"";"";"-14.6";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.01.2018 07:00";"-13.5";"757.0";"";"";"83";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"-13.5";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"05.01.2018 04:00";"-13.1";"757.0";"";"";"84";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.01.2018 01:00";"-10.3";"757.0";"";"";"77";"Ветер, дующий с юго-востока";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.01.2018 22:00";"-8.4";"757.0";"";"";"72";"Ветер, дующий с юго-востока";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.01.2018 19:00";"-6.5";"757.0";"";"";"80";"Ветер, дующий с юго-востока";"3";"";"";"40%.";" ";"";"";"";"-1.4";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"04.01.2018 16:00";"-5.3";"757.0";"";"";"75";"Ветер, дующий с юго-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.01.2018 13:00";"-2.7";"757.0";"";"";"74";"Ветер, дующий с юго-востока";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.01.2018 10:00";"-2.9";"758.0";"";"";"95";"Ветер, дующий с юго-востока";"2";"";"";"40%.";"Дымка. ";"";"";"-3.0";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"04.01.2018 07:00";"-1.4";"758.0";"";"";"96";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"-1.4";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"04.01.2018 04:00";"-0.9";"758.0";"";"";"95";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.01.2018 01:00";"-0.6";"758.0";"";"";"95";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.01.2018 22:00";"-0.4";"758.0";"";"";"95";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.01.2018 19:00";"-0.2";"758.0";"";"";"94";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"0.6";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"03.01.2018 16:00";"0.5";"758.0";"";"";"90";"Ветер, дующий с юга";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.01.2018 13:00";"0.2";"758.0";"";"";"89";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.01.2018 10:00";"-0.6";"758.0";"";"";"91";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
